compound	BLK_1	PB_PM1	PB_PM10	PB_PM11	PB_PM12	PB_PM2	PB_PM3	PB_PM4	PB_PM5	PB_PM6	PB_PM7	PB_PM8	PB_PM9	PM1_D0	PM1_D10	PM1_D30	PM1_D50	PM10_D0	PM10_D10	PM10_D30	PM10_D50	PM11_D0	PM11_D10	PM11_D30	PM11_D50	PM12_D0	PM12_D10	PM2_D0	PM2_D10	PM2_D30	PM2_D50	PM3_D0	PM3_D10	PM3_D30	PM3_D50	PM4_D0	PM4_D10	PM4_D30	PM4_D50	PM5_D0	PM5_D10	PM5_D30	PM5_D50	PM6_D0	PM6_D10	PM6_D30	PM6_D50	PM7_D0	PM7_D10	PM7_D30	PM7_D50	PM8_D0	PM8_D10	PM8_D30	PM8_D50	PM9_D0	PM9_D10	PM9_D30	PM9_D50	QC2	QC3	QC4	QC5	QC6	QC7
ft418	NA	159267	NA	92425	35397	46757	NA	333713	NA	NA	29344	35348	184434	21426	73518	24201	NA	24680	30064	34805	61394	70170	22111	23977	18083	21757	NA	26270	18826	NA	23229	26989	24636	34111	18987	32188	NA	27095	43403	24689	26424	24655	26437	31963	71585	26072	17137	24822	45139	25214	25034	52304	NA	22643	21027	37062	19312	36763	19525	25942	35460	27902	36472	22375	28411
ft430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24214	NA	NA	53615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20446	NA	NA	NA	5306	NA	NA	NA	NA	NA	NA	NA	18785	NA	NA
ft454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3712126	NA	7033203	NA	NA	NA	NA	NA	15123221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10476921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18235859	NA	NA	NA
ft407	18060798	18611121	22149186	15664253	20359153	18961713	20656966	18361842	23017288	16809030	16737327	17972655	15035633	17143286	25433317	15617887	14393797	19640525	18657258	19167158	24661838	25189449	10294624	20888110	17536308	22469946	22061174	23985533	17486504	15606978	21350949	15197064	14018210	14900000	15701085	24796768	NA	24144881	16932592	21557492	15951119	14719899	22402305	17949336	20605544	27018921	15696511	15845680	17630196	18535741	23854603	25544252	NA	15267520	18056119	17056841	18815171	17385936	18727603	21510699	23742834	10002952	22975087	18989166	16041378
ft460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	500392	817346	654627	NA	267852	NA	NA	NA	NA	362056	652758	NA	NA	180149	NA	NA	396710	NA	NA	338123	NA	287526	NA	NA	NA	388033	NA	3311424	NA	NA	NA	NA	NA	345057	302353	NA	NA	NA	NA	NA	312721	487941	626636	NA	NA	NA	305146	NA	NA	NA	NA	7867907
ft440	NA	1333	NA	3118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18520	18659	NA	NA	NA	NA	NA	NA	NA	NA	6573	NA	NA	1348	NA	14015	NA	NA	NA	NA	NA	NA	17172	17124	NA	15120	7198	NA	NA	NA	16446	NA	NA	NA	NA	NA	NA	NA	12488	3091	5565	NA	NA	14243	NA	15730	10682
ft462	NA	NA	44606	NA	29932	NA	30527	27429	47268	40664	18152	38244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft464	NA	NA	NA	NA	NA	NA	NA	NA	15405	15184	NA	16038	NA	37667	41006	33413	NA	NA	NA	NA	NA	NA	17794	NA	NA	NA	NA	73924	44371	62869	58888	NA	NA	12793	17411	41065	NA	NA	NA	38512	NA	NA	NA	23105	NA	NA	NA	18015	NA	NA	18714	29249	NA	19358	24053	14656	NA	NA	NA	42338	42890	79035	63837	53991	96652
ft465	NA	28009	NA	16247	NA	NA	27154	13187	42202	20996	43677	NA	NA	NA	34573	16278	NA	NA	NA	16866	19771	NA	16013	19222	NA	NA	27130	25013	16670	17286	47937	16865	NA	12941	NA	30941	NA	NA	19317	NA	24765	NA	41019	NA	17720	NA	NA	23983	NA	13375	NA	28331	NA	NA	27868	NA	27960	NA	NA	21109	27076	NA	NA	14720	NA
ft469	NA	NA	19291	NA	NA	NA	NA	NA	NA	NA	NA	13590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55244	NA	NA	NA	NA	NA	NA	NA	NA	24816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft463	NA	20792	51453	55386	58225	50240	23722	50788	72918	17652	40315	57788	58906	NA	NA	NA	NA	121881	NA	NA	NA	43943	15739	68957	NA	37626	18068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22156	NA	NA	NA	NA	NA	NA	NA	NA	NA	19479	NA	NA	NA	NA	47112	NA	NA	NA	NA	17695	19781	20803	18025	16045	18005
ft467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37544	NA	NA	NA	NA	NA	21218	NA	NA	NA	NA	12644	NA	NA	38834	NA	NA	21520	NA	21504	NA	NA	14460	NA	NA	NA	31984	NA	NA	NA	NA	NA	NA	NA	NA	21485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft466	NA	NA	17730	NA	NA	NA	NA	NA	NA	14518	NA	26454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46929	NA	NA	NA	21173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30216	NA	NA	NA	16503	12976	NA	NA	18280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft471	NA	21667	NA	NA	15475	NA	NA	NA	18602	20355	18760	20383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14771	31635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	319490	NA	NA	NA	NA	13116	10847	18203	NA	NA	NA	NA	NA	25544	NA	NA	NA	54824	26009	228215	494578	NA	NA	NA	36641	NA	NA	NA	NA	19423	19472	NA	NA	14889	NA	NA	NA	NA	NA	16245	30217	NA	NA	NA	NA	16944	19538	19385	NA	NA	16537
ft473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	116875	241805	59707	72296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	239667	38613	75644	156379	24234	NA	19046	NA	52979	NA	NA	49060	16121	NA	NA	50137	10771	NA	NA	10868	35069	NA	13722	NA	49022	NA	NA	41902	11752	NA	NA	NA	15487	16316	NA	NA	12691	NA
ft475	33244	33332	102419	34161	54512	NA	58361	52286	39038	77842	39799	62598	69298	82196	98281	90943	NA	30392	30896	32877	30088	32078	53178	49174	30098	28613	31615	87264	231247	62555	81704	53392	29485	110970	163261	67848	27635	34101	38535	83583	10130	28825	35885	32505	31328	34012	28410	33657	40734	NA	47774	38166	21542	54708	109526	31311	33507	33569	73331	151361	158381	316703	268777	217699	318235
ft477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40851	34186	NA	NA	NA	NA	NA	NA	28716	30406	NA	NA	NA	NA	33124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28501	NA	34431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft476	NA	30429	36901	33596	33041	31701	28648	31933	37194	29062	35163	30224	30518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35518	35259	35313	28756	34164
ft478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30534	96510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9798	NA	NA	NA	NA	NA	5740	NA	6806
ft481	NA	13692	149522	44473	42626	33380	26099	35705	64751	65559	36566	216038	78905	NA	NA	NA	NA	2625767	69347	44929	273867	256237	124535	37934	NA	987602	505548	17080	NA	NA	NA	209678	75857	154949	122869	273204	185541	39493	611470	475031	150843	17105	121156	19762	657817	11745	298406	11845	59280	175681	177941	264928	303827	NA	448653	478469	NA	44182	104643	204119	218089	217144	NA	171799	NA
ft497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	434701	NA	NA	NA	NA	NA	NA	NA	NA	1157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft483	NA	NA	15894	12992	NA	22109	33215	17518	9762	12682	14200	NA	NA	NA	47312	NA	NA	NA	38370	54430	NA	43437	41588	25526	41783	NA	NA	34343	47789	26133	28611	121994	39470	213695	633884	NA	NA	NA	74384	NA	NA	14278	13656	NA	NA	11276	46219	NA	NA	27818	30829	NA	NA	NA	NA	NA	39149	NA	28827	35336	37404	40165	40731	38278	35885
ft496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	550997	46504	NA	NA	NA	NA	17417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51048	NA	NA	NA	60872	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft489	NA	43955	24651	27754	21455	41677	46512	37662	48680	54159	41295	17892	42043	143921	56679	111936	26425	NA	NA	NA	43608	NA	NA	NA	NA	NA	NA	27557	34888	15465	78332	NA	44428	NA	NA	43608	NA	45820	NA	34131	38378	18344	35787	43977	22079	18404	55199	95086	NA	14923	33082	55074	NA	20531	126773	74518	22942	NA	NA	35842	35002	NA	29800	NA	NA
ft487	NA	46649	131275	68649	42965	50468	87806	67462	100636	85910	129914	126534	48107	NA	NA	NA	16240	1551683	NA	30022	171689	147468	74885	25594	NA	528495	311902	NA	17567	12398	17449	122493	42504	91887	73011	161066	127475	21217	336526	275320	89525	NA	66595	16517	360957	NA	169110	NA	39472	105388	105091	166413	226758	NA	253210	287575	276593	26995	54730	124130	138292	130597	127399	98421	125464
ft488	33380	22896	72876	31223	30631	39743	67498	44280	54958	41846	32001	51482	59186	20558	47890	NA	NA	NA	49087	NA	NA	97536	29583	27913	27240	NA	NA	47690	46229	53022	27444	44519	37580	63604	21724	NA	52472	NA	59244	61625	33316	18031	48275	NA	NA	10239	27468	31843	NA	21700	41706	NA	38946	23986	86170	NA	52545	35336	22293	37707	43333	45781	47444	36014	41937
ft495	NA	NA	NA	NA	NA	NA	NA	19903	NA	42872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35980	NA	NA	NA	NA	NA
ft484	NA	50430	42491	27892	33213	37461	69424	52782	26426	23564	16934	36679	52531	NA	54447	NA	NA	334312	19361	51231	364174	83332	20056	36733	NA	NA	155647	35004	NA	46318	NA	27664	100191	93816	NA	271476	32457	22261	69435	120486	NA	NA	303954	91693	68794	37554	455236	23562	NA	38435	470294	212296	64902	25924	1298910	409477	NA	NA	520681	NA	114998	126044	110873	89085	105509
ft494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20919	NA	21743	34520	NA	NA	NA	NA	35821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft480	115815	118505	145344	131786	130407	NA	124874	115112	135289	104237	132767	125775	118498	158463	139936	284797	83647	148505	162521	151056	176140	169883	NA	130639	130660	163168	136401	154847	137012	123418	128260	121097	129176	126139	121943	157003	129684	133241	148468	149940	122446	104988	184332	147219	128766	150425	131125	131602	164416	112272	162073	173550	106794	132873	146192	160613	162310	258008	145385	141497	148859	143498	146141	115701	131420
ft490	NA	NA	NA	NA	NA	85874	NA	NA	NA	NA	NA	NA	NA	NA	178213	NA	NA	NA	44260	NA	NA	NA	NA	NA	NA	NA	NA	87854	NA	176579	89450	NA	32743	NA	NA	NA	116512	71411	87055	204174	65314	63424	199693	109240	NA	71019	NA	NA	NA	93097	49331	NA	271170	84487	137649	NA	NA	59033	NA	NA	129251	NA	NA	NA	NA
ft498	NA	NA	NA	NA	NA	NA	NA	NA	106224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	224895	NA	NA
ft492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7860	NA	NA	48287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70848	NA	NA	NA	NA	NA	NA	NA	NA	95112	28803	NA	NA	NA	NA	NA	NA	109768	NA	NA	NA	NA	36773	NA	28198	44679
ft482	NA	201922	1896801	231421	239759	258344	15615	157083	118147	869976	224461	707249	1058766	68081	424606	602137	72622	3636155	346036	145836	747564	2047209	313461	270589	184514	1204754	2145846	NA	77403	165140	141995	538338	163778	194723	76909	1497318	200630	144937	229816	821684	217499	101182	506836	446928	469860	218733	107245	121488	506541	481040	309178	1562508	291699	230171	662764	453267	1228495	171088	538348	507795	543528	572348	522222	426632	511351
ft486	NA	134801	211231	111289	NA	NA	NA	NA	278709	284634	265546	286123	129935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft485	NA	NA	130547	NA	121332	77924	168454	51868	NA	NA	NA	NA	NA	433852	708174	200130	502013	NA	NA	10551	20444	NA	NA	NA	NA	NA	NA	1256399	186014	622990	1059660	82427	21209	67384	90447	375029	NA	50922	193313	85915	16048	NA	112451	101551	NA	NA	37580	170285	NA	NA	76728	467133	NA	47409	113835	147990	NA	17744	NA	83212	88338	NA	52169	NA	NA
ft491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140699	NA	NA	58383	NA	NA	NA	156993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65999	NA	NA	NA	118297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15110	410300	NA	NA	NA	NA	NA	NA	NA	NA	7701	NA	8012	NA	NA	NA	8237	NA	NA	19079	14421	40622	NA	NA	NA	NA	NA	NA	NA	NA
ft501	21694	65837	129409	99863	92427	133011	156687	104708	131554	106175	123930	140707	120634	118490	203649	122047	120685	74659	89078	142554	75602	91902	182886	154078	24191	69804	575260	210416	105385	322007	144086	144901	124375	148339	251746	170059	NA	116091	191404	99392	79472	103334	217763	77574	80909	82113	61114	82028	70595	72877	135917	175980	NA	130295	189681	88543	91048	221847	114718	147397	159224	162385	126244	107526	151065
ft500	NA	44778	283243	NA	NA	48036	NA	NA	NA	146476	44852	113262	168507	NA	81608	103774	22801	531386	55740	29113	123612	309941	25073	55531	34603	200298	319435	NA	NA	50659	35228	93317	32900	40921	NA	229921	41777	NA	NA	NA	40529	21234	NA	78307	83848	40061	21684	27164	84479	78764	56710	253652	58320	42701	NA	99937	187291	30200	84903	90462	91322	97498	88921	74521	88003
ft499	NA	829002	1184484	879669	861569	530530	1054357	673945	835546	1267586	1078824	1028494	1314970	1675368	2126165	1016043	1508867	NA	85866	49228	202381	356079	NA	174010	39389	236939	NA	2642841	2472574	899898	2257029	729216	224710	760496	728607	1030365	NA	197866	1140470	229610	33338	63875	309049	282456	152501	77383	236363	587250	160969	187774	247178	1182749	NA	238084	855252	389833	100636	58365	167726	392754	466506	203864	252293	158580	142104
ft521	NA	NA	NA	10707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6614	NA	NA	NA	NA	23809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12510	NA	NA	NA	NA
ft502	NA	43093	89296	NA	51782	60839	141940	72631	89223	NA	88027	54383	25511	65983	94741	40422	136645	NA	66189	66081	NA	103075	51052	54293	18504	NA	36782	115642	80076	88069	126759	85067	60191	83700	154418	210899	NA	35565	90959	47132	45076	45177	105270	72460	78490	71938	68484	86838	55790	44648	100825	192941	NA	NA	135952	185809	48337	92662	107210	88134	88265	90032	82760	NA	80145
ft518	NA	NA	52559	22718	NA	NA	NA	NA	23400	28668	11809	40145	28669	NA	NA	NA	NA	NA	NA	NA	217896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17817	NA	19956	24569	19018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12990	NA	NA	NA	23805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3017	NA	NA
ft524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3737358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3214061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft513	NA	NA	NA	NA	NA	NA	7038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9895365	69017	NA	1013281	NA	NA	NA	NA	3564900	NA	NA	NA	NA	NA	NA	NA	45298	NA	NA	NA	NA	21858	180935	82580	NA	402909	64852	139683	NA	NA	NA	NA	NA	NA	NA	NA	NA	821358	3371894	578662	NA	151760	337935	343314	NA	NA	294933	335269
ft523	NA	NA	NA	NA	4088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2736344	NA	NA	NA	1977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10440	NA	NA	NA	NA	NA	NA	NA	NA	6123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4851	2796	NA	NA	NA	NA
ft503	224803	213562	260060	229524	234493	241906	218424	206826	232218	188143	241943	222379	217821	297369	251009	251682	149929	NA	302040	284468	299764	316180	217691	228691	239771	NA	250289	273854	250799	206724	228658	226789	229572	238704	217217	266991	2291567	247307	273488	270824	239843	191312	340188	280053	245919	278352	211235	242289	295300	209624	272097	301261	867033	234704	244175	NA	299869	258077	284931	261424	NA	265979	361083	210439	248134
ft520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62533	75515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16296	NA	17355	NA	NA	NA	NA	NA	NA	NA	2677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft509	NA	NA	65942	28221	44321	NA	NA	25324	67705	77378	21478	NA	50921	NA	NA	218638	NA	NA	NA	28620	NA	98324	61404	172077	NA	NA	501409	NA	NA	NA	NA	61628	NA	71616	46494	308891	65816	45312	273203	460892	NA	NA	NA	NA	309233	NA	261659	NA	45180	152269	127920	295805	112989	18616	741009	NA	NA	17206	NA	NA	NA	NA	NA	NA	NA
ft514	NA	NA	NA	NA	NA	NA	NA	NA	21584	NA	NA	NA	NA	253057	91474	194199	68047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	104457	379515	91592	80179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34867	55969	NA	NA	10432	NA	NA	NA	NA	21389	NA	20051	12794	NA	45636	NA	21885	32424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24838	NA	NA	NA
ft516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	129696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26420	NA	NA	NA	38704	NA	NA	NA	16304	NA	NA	NA	NA	NA	NA
ft504	122766	345578	169823	157595	166225	95930	243955	88698	192057	119630	220804	136128	258729	143467	359820	184876	122549	199093	304803	147549	279905	66682	43508	113961	48082	59825	99256	413506	413626	129859	189489	224209	127592	100087	56969	318973	79544	259688	195587	56751	403879	152208	174314	139797	167202	513233	175965	293312	457362	280653	437351	134458	NA	212988	63537	143530	231661	274000	107180	52175	54582	46131	53984	38955	47097
ft529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12910	NA	26976	NA	NA	NA	NA	31062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft510	NA	25152	50308	31384	41551	39943	58177	55609	137707	61403	33699	47699	36659	NA	NA	14541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21412	NA	NA	NA	NA	NA	NA	NA	NA	11732	NA	NA	NA	NA	NA	NA	NA	14020	13994	14646	15526	11151	13520
ft512	NA	NA	NA	NA	9402	NA	14881	NA	NA	NA	NA	NA	12877	NA	20540	NA	NA	NA	NA	16904	NA	14099	NA	NA	15819	14618	NA	NA	NA	NA	NA	NA	NA	7875	23399	17814	NA	NA	NA	NA	NA	NA	NA	NA	NA	11091	11155	NA	NA	NA	NA	15836	NA	NA	NA	13979	16380	14359	NA	NA	NA	15892	NA	NA	NA
ft517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33858	NA	NA	NA	NA	4857	NA	NA	NA	NA	6782	NA	NA	NA	NA	NA	65656	NA	NA	NA	3318	NA	NA	NA	NA	NA	NA
